y,x0,x1,x2,x3,x4
-1.6354,1,0.2292,-0.32597,0.39856,-0.28851
-1.6007,1,-0.13942,-0.14729,-0.34251,0.5993
-1.5659,1,0.25575,-0.18077,-0.39715,0.22356
-1.5312,1,0.31989,-0.1202,0.22696,-0.46519
-1.4965,1,-0.20377,0.022001,0.57266,-0.31318
-1.4617,1,0.08133,0.43309,0.15286,-0.71941
-1.4443,1,-0.041473,-0.044313,0.14792,-0.057033
-1.427,1,0.21672,0.012111,0.086572,-0.36446
-1.3922,1,0.23382,-0.47444,0.31695,-0.061934
-1.3575,1,0.2115,0.25719,-0.21867,-0.35443
-1.3228,1,-0.14533,0.031189,-0.038515,0.1463
-1.288,1,-0.2334,0.22733,-0.068857,0.063819
-1.2533,1,-0.057253,0.012587,0.049882,-0.013864
-1.2533,1,0.030129,0.022804,-0.29428,0.17603
-1.441,1,0.18199,-0.052871,0.3367,-0.47056
-1.25,1,0.27482,-0.30553,0.22256,-0.20562
-1.4377,1,-0.21933,-0.42603,-0.054245,0.74617
-1.2466,1,-0.44432,0.34148,-0.049092,0.17533
-1.4364,1,-0.16012,-0.21539,-0.32832,0.69228
-1.4669,1,0.08097,-0.32545,-0.34321,0.54487
-1.4344,1,0.089586,-0.1206,0.11385,-0.087417
-1.2433,1,-0.024989,0.20516,0.26697,-0.44021
-1.4974,1,-0.22982,-0.43828,-0.28905,0.982
-1.5279,1,0.34872,0.00014786,-0.33248,-0.12486
-1.5584,1,-0.43587,-0.1477,-0.53412,1.1264
-1.4311,1,0.54819,-0.098097,-0.078554,-0.47295
-1.24,1,0.13468,0.37461,-0.096067,-0.48638
-1.589,1,-0.078682,-0.33939,-0.23034,0.65173
-1.3979,1,-0.014533,-0.017253,-0.25285,0.24928
-1.2705,1,0.5307,-0.67431,-0.309,0.37309
-1.6195,1,-0.18527,-0.040313,-0.17922,0.40944
-1.3647,1,-0.11935,0.10794,0.33598,-0.28025
-1.3329,1,0.41474,0.17877,0.018593,-0.69918
-1.301,1,0.23647,-0.097699,0.28208,-0.42507
-1.5425,1,0.10115,-0.01171,0.43064,-0.47784
-1.5061,1,0.18333,0.34105,-0.03895,-0.54121
-1.4697,1,0.36121,0.25701,-0.075337,-0.62555
-1.4333,1,-0.034455,-0.13781,0.1588,0.055063
-1.3969,1,0.15235,0.3296,-0.068422,-0.46688
-1.3605,1,0.0044012,-0.31427,0.44031,-0.047272
-1.3241,1,0.33215,0.1861,0.14804,-0.71162
-1.2878,1,-0.083824,0.15106,0.13018,-0.17401
-1.2878,1,-0.26059,0.30281,0.055018,-0.065937
-1.573,1,-0.29594,0.20009,0.40917,-0.22404
-1.2546,1,0.042061,-0.26728,-0.052999,0.29327
-1.6035,1,0.10735,0.024191,0.44306,-0.53207
-1.2214,1,-0.35568,0.025607,0.11223,0.29616
-1.6035,1,-0.32587,0.094266,0.10294,0.19555
-1.2179,1,0.35413,0.0063994,0.30723,-0.67713
-1.6,1,0.14447,-0.17575,-0.46687,0.44404
-1.2143,1,-0.00062009,-0.53138,-0.54255,1.0667
-1.5964,1,-0.015963,0.33682,0.22065,-0.52331
-1.2108,1,0.022241,0.098557,-0.062632,-0.058096
-1.5929,1,0.22951,-0.1611,-0.044702,-0.034912
-1.2108,1,0.0036143,0.31189,-0.030039,-0.29527
-1.5597,1,0.011028,0.035406,-0.43149,0.34874
-1.2413,1,-0.035933,0.19217,-0.46749,0.26589
-1.5266,1,0.28913,0.24054,-0.16072,-0.43302
-1.5266,1,0.38287,0.12864,0.1608,-0.70408
-1.4902,1,-0.12153,0.11244,-0.17993,0.20002
-1.4538,1,0.40648,0.066701,-0.16714,-0.37638
-1.4174,1,-0.51629,0.085376,0.15486,0.39425
-1.381,1,0.031067,-0.3542,-0.42056,0.73751
-1.3446,1,0.54514,0.28405,0.032276,-0.94761
-1.3082,1,0.17549,-0.61599,-0.4901,0.91306
-1.2718,1,-0.10797,-0.26458,-0.040068,0.46806
-1.577,1,0.17319,0.050294,-0.00316,-0.21819
-1.5422,1,0.026811,-0.30619,0.23761,0.12511
-1.5075,1,0.031045,-0.13733,0.14098,0.022949
-1.4728,1,0.35486,0.23852,0.0015052,-0.63683
-1.438,1,0.28831,-0.32734,0.19563,-0.11949
-1.4033,1,0.053348,0.10209,0.1666,-0.28387
-1.3685,1,-0.086663,-0.09503,-0.2079,0.42105
-1.3338,1,0.0066303,-0.22785,0.19376,0.10262
-1.2991,1,-0.26866,-0.27089,0.37577,0.3094
-1.2643,1,-0.30402,0.035536,-0.073619,0.41505
-1.2296,1,-0.033068,-0.22923,-0.26013,0.54941
-1.1948,1,-0.21354,-0.020069,0.060262,0.25204
-1.1948,1,-0.39231,-0.081323,0.076718,0.51171
-1.2254,1,-0.019946,0.064679,-0.034715,0.020118
-1.2559,1,-0.70201,0.16361,-0.036378,0.70992
-1.2864,1,-0.12783,0.049682,-0.07845,0.20294
-1.3169,1,0.21049,-0.053784,0.19258,-0.31615
-1.3474,1,-0.10735,0.0060393,-0.23426,0.36582
-1.3779,1,-0.13001,0.016502,0.18932,0.0097861
-1.4085,1,-0.18669,0.10213,-0.1235,0.25972
-1.439,1,-0.23296,0.19396,0.21213,-0.0793
-1.4695,1,-0.31825,-0.12702,0.25254,0.33209
-1.5,1,0.081871,-0.19537,-0.2687,0.3998
-1.5305,1,0.046722,0.036346,0.12841,-0.15717
-1.561,1,0.043519,0.15596,0.14595,-0.29662
-1.5263,1,0.22402,0.048581,0.4311,-0.64155
-1.4916,1,-0.096292,-0.45724,0.0465,0.61519
-1.4568,1,-0.021609,0.025747,0.071569,-0.014916
-1.4221,1,0.13133,-0.058214,0.15272,-0.17366
-1.3873,1,-0.25028,0.016946,-0.074954,0.38954
-1.3526,1,-0.047124,0.46712,0.48317,-0.82338
-1.3179,1,0.22639,0.35203,0.095384,-0.67654
-1.2831,1,-0.37351,0.022044,-0.10268,0.55184
-1.2484,1,0.0022525,-0.12816,-0.16252,0.32921
-1.2136,1,-0.15612,-0.20804,-0.15492,0.59304
-1.1789,1,-0.012659,0.22926,0.14625,-0.31059
-1.5477,1,-0.038912,0.059438,-0.17408,0.19802
-1.5123,1,0.026321,-0.0078164,0.11783,-0.061275
-1.4768,1,0.027352,0.35628,-0.34591,-0.046863
-1.4414,1,-0.1558,0.0073359,0.11825,0.13539
-1.4059,1,-0.047785,-0.10093,-0.48641,0.65888
-1.3704,1,-0.0562,0.019119,0.21463,-0.076547
-1.4164,1,-0.50534,0.12463,-0.06913,0.58217
-1.335,1,-0.026563,0.17352,0.24786,-0.30614
-1.2995,1,-0.27954,-0.1141,-0.16132,0.65912
-1.264,1,-0.41485,-0.23094,-0.0086574,0.80914
-1.2286,1,-0.11562,0.19367,0.2093,-0.18818
-1.1931,1,0.091024,-0.33616,-0.09963,0.41538
-1.1577,1,0.16764,-0.2335,0.15963,-0.011801
-1.4124,1,0.1321,0.022159,-0.1881,0.059448
-1.1577,1,-0.23208,0.36152,0.081732,-0.12015
-1.1917,1,-0.25912,0.31813,-0.018202,0.046722
-1.2257,1,-0.5725,0.28432,0.011169,0.4228
-1.2597,1,0.35048,-0.23436,0.054555,-0.12912
-1.2937,1,-0.14258,0.05968,0.047038,0.13475
-1.3277,1,-0.34693,-0.062763,-0.20371,0.72588
-1.4084,1,0.19646,-0.029041,-0.1031,-0.030997
-1.3617,1,0.12416,-0.19068,-0.13898,0.25946
-1.3958,1,-0.50888,-0.0046294,0.023604,0.6532
-1.4298,1,0.080704,-0.07155,0.32227,-0.22264
-1.4638,1,-0.26612,-0.089609,-0.089416,0.56318
-1.4978,1,-0.0014247,0.21896,-0.23503,0.050931
-1.5318,1,-0.24625,0.26916,0.22703,-0.12387
-1.5185,1,0.45951,-0.1083,0.16419,-0.46952
-1.4838,1,0.24172,0.11418,-0.018543,-0.29546
-1.449,1,0.041489,-0.12304,-0.31058,0.45032
-1.4143,1,0.13883,0.03771,-0.071094,-0.046985
-1.3796,1,-0.040904,-0.080957,0.11617,0.12557
-1.3448,1,-0.17097,-0.43375,0.41317,0.39646
-1.3101,1,-0.16383,0.37982,0.0033633,-0.12936
-1.2754,1,0.12704,-0.062241,-0.31582,0.28976
-1.2406,1,-0.31686,0.18689,-0.07986,0.33008
-1.2059,1,-0.23721,-0.27842,-0.043643,0.70761
-1.1711,1,-0.087652,-0.23118,0.087484,0.36729
-1.1364,1,-0.23042,-0.37319,0.16139,0.62169
-1.5153,1,0.3586,0.19113,0.13196,-0.64369
-1.5121,1,-0.34771,0.29044,-0.17699,0.34597
-1.509,1,-0.18822,0.13576,0.032383,0.14633
-1.5058,1,-0.16582,-0.12777,-0.029027,0.46177
-1.5026,1,0.090985,-0.28108,-0.27137,0.54456
-1.4893,1,-0.12175,0.049435,0.10981,0.11351
-1.4546,1,0.1072,0.35012,0.19272,-0.55028
-1.4198,1,-0.012726,-0.35661,0.035177,0.49038
-1.3851,1,-0.20412,0.1436,-0.33856,0.50201
-1.3503,1,0.11693,0.021992,0.30325,-0.30474
-1.3156,1,0.0077589,0.034659,-0.40712,0.43326
-1.2809,1,-0.28883,0.027423,-0.15234,0.56221
-1.2461,1,0.053023,0.10038,-0.03065,-0.021361
-1.2114,1,0.23675,0.28528,-0.35836,-0.14653
-1.1767,1,0.13466,0.27137,-0.19945,-0.15244
-1.1419,1,-0.16373,0.28387,0.33722,-0.29055
-1.1072,1,-0.1394,0.10435,-0.045683,0.21151
-1.1072,1,0.089657,0.082109,-0.023219,-0.050809
-1.486,1,0.1796,-0.41796,0.31891,0.086557
-1.1039,1,-0.02115,0.4204,0.087562,-0.38099
-1.4827,1,-0.2168,0.12619,-0.5037,0.68732
-1.1005,1,0.39469,0.20402,0.27959,-0.79702
-1.4793,1,-0.21929,-0.28788,0.055011,0.64905
-1.0972,1,-0.15073,0.17472,-0.063489,0.1743
-1.476,1,-0.41604,0.20098,0.02829,0.37732
-1.0939,1,-0.11725,0.074234,-0.07796,0.25978
-1.4428,1,0.065593,0.18755,-0.72542,0.49533
-1.1244,1,0.42979,-0.045482,-0.37642,0.016058
-1.4097,1,-0.033979,0.2682,0.27482,-0.35398
-1.4097,1,0.12223,0.26533,-0.39459,0.055906
-1.3733,1,-0.2135,-0.381,-0.15512,0.93348
-1.3369,1,-0.044597,0.05101,0.47307,-0.28159
-1.3005,1,-0.21471,0.0087499,0.095875,0.29364
-1.2641,1,-0.04908,-0.049805,-0.13024,0.36289
-1.2277,1,-0.19753,0.07816,-0.028859,0.30842
-1.1913,1,0.09346,-0.00086642,-0.074561,0.095232
-1.1549,1,-0.21862,-0.089783,-0.14339,0.61489
-1.4309,1,0.089376,0.064131,0.1574,-0.13199
-1.3961,1,0.41601,0.16374,-0.31574,-0.20359
-1.3614,1,0.46186,0.18415,-0.19452,-0.38556
-1.3266,1,-0.30131,-0.19694,0.24385,0.52836
-1.2919,1,0.095221,-0.12441,-0.00031867,0.20332
-1.2572,1,0.014274,-0.1332,-0.069125,0.36751
-1.2398,1,-0.11896,0.72684,0.067978,-0.52598
-1.2224,1,-0.27004,0.17164,-0.031224,0.33614
-1.1877,1,0.26818,0.13326,0.11533,-0.37768
-1.153,1,-0.086704,-0.51722,-0.44225,1.2275
-1.1182,1,0.20532,-0.12991,-0.045111,0.12052
-1.0835,1,-0.076238,-0.147,0.063379,0.37123
-1.0487,1,-0.25125,-0.039603,0.2469,0.29766
-1.0487,1,-0.045679,-0.19972,0.053708,0.40105
-1.2365,1,-0.039397,-0.58728,0.071678,0.79942
-1.0454,1,-0.093265,0.017668,0.2622,0.041836
-1.2332,1,0.088833,0.14573,-0.19541,0.097383
-1.0421,1,0.41452,-0.24184,0.092923,-0.11697
-1.2318,1,-0.29099,0.012623,0.31288,0.23744
-1.2623,1,0.069402,-0.15317,-0.68058,0.87175
-1.2298,1,0.12511,0.0087741,-0.12783,0.14682
-1.0388,1,-0.058704,-0.41253,0.28315,0.45397
-1.2929,1,0.32728,0.17539,-0.095712,-0.29583
-1.3234,1,0.18082,0.023304,-0.22119,0.15037
-1.3539,1,-0.60619,0.0075519,-0.0022395,0.89208
-1.2265,1,0.31107,-0.3835,0.28741,-0.0081503
-1.0355,1,-0.47713,0.032784,-0.12289,0.82073
-1.3844,1,0.26044,0.057995,0.049218,-0.21485
-1.1933,1,0.79816,0.29147,0.0057596,-1.0544
-1.066,1,-0.1694,0.17395,-0.21075,0.38885
-1.4149,1,-0.19578,-0.29356,-0.29803,1.0021
-1.1602,1,0.036464,-0.54255,0.030691,0.71141
-1.1283,1,0.12972,-0.34315,0.17664,0.25939
-1.0965,1,0.42617,0.18421,0.19228,-0.6684
-1.4016,1,0.13972,-0.14675,-0.51104,0.65366
-1.3669,1,0.20227,-0.026229,-0.14874,0.13226
-1.3322,1,-0.1022,-0.013905,-0.083557,0.41598
-1.2974,1,0.25845,-0.010498,-0.19918,0.094256
-1.2627,1,-0.095719,-0.37905,-0.078069,0.79761
-1.2279,1,0.62621,-0.15737,-0.14186,-0.22567
-1.2106,1,0.31747,-0.11107,-0.52124,0.41726
-1.1932,1,-0.3526,-0.43302,0.090624,1.0065
-1.1585,1,0.13522,0.3705,-0.084395,-0.27436
-1.1237,1,-0.082302,0.027022,0.31014,0.0024967
-1.089,1,-0.17133,0.36709,-0.15754,0.1504
-1.0543,1,6.8424E-006,-0.32521,0.15452,0.42361
-1.0195,1,-0.18596,0.23951,0.17201,0.015301
-1.0195,1,-0.034551,0.035559,-0.058338,0.26171
-1.3984,1,-0.098653,-0.082615,0.072618,0.35183
-1.0163,1,0.22756,0.21477,-0.029653,-0.25878
-1.207,1,0.021265,-0.29699,-0.059337,0.55996
-1.3953,1,0.21263,0.6321,0.082466,-0.78713
-1.0131,1,0.20796,0.18389,-0.445,0.16573
-1.2035,1,-0.55151,0.1839,-0.014891,0.67209
-1.3921,1,0.01997,-0.091543,0.084386,0.21938
-1.01,1,-0.0057091,-0.016501,-0.014565,0.2553
-1.1999,1,-0.19692,-0.0027369,0.17974,0.29318
-1.3889,1,-0.095684,0.55674,0.14966,-0.39976
-1.0068,1,-0.26008,-0.045223,-0.040289,0.6081
-1.3857,1,0.15282,0.024771,-0.12668,0.13118
-1.0036,1,0.18077,0.13344,0.10638,-0.22354
-1.3724,1,-0.2117,0.062167,0.021102,0.39827
-1.337,1,0.35337,0.42611,0.16602,-0.77877
-1.3015,1,0.029691,0.11782,-0.17487,0.23104
-1.266,1,0.14295,-0.02662,0.028808,0.076707
-1.2306,1,-0.065779,0.65637,0.26592,-0.6251
-1.1951,1,-0.096673,-0.018419,0.24749,0.15589
-1.2411,1,-0.13273,0.12006,0.1283,0.15359
-1.1596,1,-0.019827,0.2337,0.26414,-0.21951
-1.1242,1,-0.074714,0.47498,0.061662,-0.23722
-1.0887,1,0.042135,-0.10926,-0.021179,0.33075
-1.0532,1,0.16304,-0.11498,-0.037679,0.21144
-1.0178,1,0.0083704,0.26739,-0.32257,0.23008
-0.98232,1,0.014537,-0.09259,0.38868,-0.013352
-1.2371,1,-0.068693,0.017372,-0.23553,0.51372
-0.98232,1,0.094858,0.35913,0.13738,-0.37327
-1.0163,1,-0.0058034,-0.35239,-0.19568,0.80519
-1.0504,1,-0.0093011,-0.44368,0.12766,0.62417
-1.0844,1,0.25307,-0.19555,0.046948,0.12277
-1.1184,1,0.072594,-0.032896,0.14223,0.074245
-1.1524,1,0.020341,-0.1194,-0.099347,0.44153
-1.2331,1,-0.29855,-0.029665,0.020633,0.61068
-1.1864,1,0.45387,0.13073,-0.038256,-0.3859
-1.2204,1,-0.18019,-0.13746,0.46592,0.1988
-1.2544,1,-0.2722,-0.23665,0.031147,0.79591
-1.2884,1,-0.40033,0.13779,-0.082466,0.64162
-1.3225,1,0.19204,0.3321,0.21119,-0.51493
-1.3565,1,0.047948,-0.18322,0.14133,0.27095
-1.2795,1,-0.073426,-0.025286,0.029077,0.35365
-1.2431,1,-0.12657,-0.14645,0.28093,0.32479
-1.2067,1,0.19977,-0.32827,-0.015204,0.40157
-1.1703,1,-0.24682,-0.446,-0.22982,1.237
-1.1339,1,0.023478,-0.12716,0.097601,0.29054
-1.0975,1,-0.12572,0.066817,0.15279,0.20635
-1.0611,1,-0.48915,-0.13213,0.2333,0.77319
-1.0248,1,0.17417,-0.22386,-0.68328,0.90611
-1.0248,1,0.092618,-0.10845,-0.10257,0.3659
-1.31,1,0.12046,-0.040888,0.018609,0.15536
-0.99159,1,0.044417,0.10606,-0.2862,0.35331
-1.3405,1,-0.059238,0.27499,-0.33736,0.33796
-0.95841,1,-0.0095842,0.10162,0.32199,-0.11251
-1.3405,1,-0.22465,0.10268,0.14765,0.28993
-0.95487,1,0.085748,0.52991,0.17215,-0.55032
-1.337,1,-0.26198,-0.07043,-0.34033,0.95275
-1.176,1,-0.048982,0.29156,-0.52085,0.47475
-0.95133,1,0.38908,-0.092711,0.20388,-0.25591
-1.3335,1,-0.33952,-0.43207,0.18542,0.97444
-1.172,1,-0.15309,0.024136,-0.14406,0.55712
-0.94779,1,0.25305,-0.14815,0.074926,0.079114
-1.3299,1,-0.026905,0.071361,0.23292,0.02915
-0.94779,1,0.079856,0.082784,-0.07319,0.16173
-1.2967,1,-0.13985,-0.095089,0.13026,0.43177
-0.9783,1,0.036842,0.30624,-0.04156,-0.055821
-1.2636,1,0.36479,0.094345,0.06788,-0.30375
-1.2158,1,-0.0016939,-0.15475,0.090639,0.37152
-1.168,1,-0.20455,-0.33939,0.15066,0.75405
-1.0725,1,-0.29852,-0.22098,-0.19829,1.0425
-1.0407,1,-0.083158,-0.25592,-0.35683,0.96894
-1.0088,1,-0.21569,-0.086889,0.26865,0.39082
-1.314,1,-0.16078,-0.38117,0.31316,0.61848
-1.2785,1,-0.18966,0.27804,0.11433,0.11634
-1.243,1,-0.17408,-0.067848,-0.32615,0.85945
-1.2076,1,0.13311,0.15396,0.41823,-0.39118
-1.1721,1,-0.24341,-0.16388,0.086473,0.68237
-1.1367,1,-0.26078,0.14734,0.2741,0.20252
-1.1826,1,-0.25373,0.37582,-0.17987,0.34731
-1.1012,1,0.082971,0.15979,-0.097815,0.11676
-1.0657,1,-0.0049116,0.19527,0.16131,-0.046362
-1.0303,1,-0.2234,-0.21388,-0.22675,0.99132
-0.9948,1,0.3974,0.064076,-0.39102,0.11408
-0.95934,1,0.093009,-0.038177,-0.13628,0.35538
-0.92388,1,-0.0013515,-0.40745,0.084287,0.67043
-1.1786,1,-0.041167,0.1815,-0.0030029,0.15804
-0.92388,1,0.51849,-0.17891,0.32911,-0.39642
-0.95789,1,-0.14565,0.5199,-0.28204,0.16055
-0.99191,1,-0.15039,0.26973,0.05639,0.13915
-1.0259,1,0.0046758,0.10232,-0.030113,0.21611
-1.0599,1,0.24339,-0.42319,0.18959,0.31287
-1.0939,1,-0.19162,0.098311,0.25689,0.19797
-1.1746,1,-0.38623,0.2755,-0.10687,0.55347
-1.128,1,0.20262,0.27221,0.019851,-0.23934
-1.162,1,-0.11734,0.13704,-0.3344,0.59108
-1.196,1,-0.15661,-0.33304,-0.094888,0.93413
-1.23,1,-0.023285,-0.16859,0.056174,0.4694
-1.264,1,0.1296,0.2272,0.23169,-0.2892
-1.298,1,-0.12085,-0.063057,0.39803,0.16993
-1.2847,1,-0.062781,-0.051636,0.12941,0.33938
-1.25,1,0.25113,-0.00735,0.22773,-0.16019
-1.2153,1,-0.016525,0.18384,0.10181,0.05573
-1.1805,1,-0.42685,-0.1064,0.08515,0.86109
-1.1458,1,-0.39118,0.19579,0.096943,0.48313
-1.1111,1,0.095324,0.21357,0.035155,-0.04791
-1.0763,1,0.10658,0.053646,-0.060584,0.19573
-1.0416,1,-0.11639,-0.19009,0.2987,0.40231
-1.0068,1,0.033206,-0.11914,0.30365,0.1473
-0.9721,1,0.017378,-0.16197,0.10852,0.38351
-0.93737,1,0.42964,-0.28059,0.041757,0.090417
-0.90263,1,-0.17694,0.14184,-0.13105,0.49249
-0.90263,1,-0.056954,0.07311,0.061479,0.25772
-0.93314,1,-0.056494,-0.26641,0.53715,0.20661
-0.96366,1,0.075667,-0.14933,-0.26671,0.6346
-0.99417,1,0.3621,-0.43811,0.092083,0.29868
-1.0247,1,0.05139,0.22327,0.17218,-0.12247
-1.0552,1,-0.15339,-0.067103,0.048609,0.53915
-1.0857,1,0.0058488,0.013925,-0.36047,0.6274
-1.1162,1,-0.51365,0.015889,-0.39153,1.2585
-1.1467,1,-0.39508,0.19583,-0.052887,0.6299
-1.1773,1,-0.41768,0.057445,0.127,0.64867
-1.2078,1,0.082825,-0.20007,0.26093,0.2276
-1.2383,1,-0.3597,0.012711,-0.1565,0.88136
-1.2688,1,-0.48738,-0.0594,-0.21188,1.1578
-1.2341,1,-0.32581,0.44249,0.25071,0.021453
-1.1993,1,0.23293,-0.079683,0.007119,0.14881
-1.1646,1,0.58992,0.25604,0.16145,-0.7646
-1.1299,1,-0.22303,0.18795,0.29666,0.13609
-1.0951,1,-0.11635,0.17765,0.29433,0.025092
-1.0604,1,0.31379,0.066436,0.090842,-0.17657
-1.0256,1,0.35761,-0.10892,-0.074366,0.1069
-0.9909,1,0.29638,-0.14602,0.070834,0.090523
-0.95616,1,-0.12094,-0.10134,0.14799,0.46015
-0.92143,1,0.034765,0.0073088,0.10294,0.20132
-0.88669,1,0.25398,-0.11195,0.45729,-0.2367
-0.76802,1,0.24944,0.17363,-0.4458,-0.4272
-0.73256,1,-0.17884,0.12047,-0.00014582,-0.26254
-0.6971,1,0.12533,0.15831,-0.19975,-0.48114
-0.66163,1,-0.0056517,-0.11403,0.16876,-0.35815
-0.62617,1,0.00086179,0.17186,-0.65621,0.051883
-0.59071,1,0.17997,0.13671,-0.28426,-0.44498
-0.63666,1,0.046778,0.26096,0.2761,-0.91637
-0.55525,1,-0.17538,0.24378,-0.16216,-0.25358
-0.51978,1,-0.30168,0.27148,0.017898,-0.29409
-0.48432,1,-0.57975,-0.19363,-0.17499,0.70171
-0.44886,1,-0.083493,0.20586,-0.12288,-0.35199
-0.41339,1,-0.05677,-0.17244,0.17627,-0.23721
-0.37793,1,0.27605,-0.10753,-0.10636,-0.44537
-0.63268,1,-0.13615,0.38598,0.12904,-0.70512
-0.37793,1,0.011376,0.33081,0.015355,-0.71733
-0.41195,1,0.38325,-0.074765,0.011583,-0.70845
-0.44596,1,0.17966,0.20188,0.08172,-0.83098
-0.47997,1,-0.31861,-0.18456,-0.049596,0.28206
-0.51399,1,-0.031416,-0.15458,0.11036,-0.22445
-0.548,1,-0.42202,0.22465,0.056554,-0.13103
-0.6287,1,0.14274,-0.10603,0.10544,-0.47411
-0.58201,1,-0.088485,0.18985,-0.23564,-0.22401
-0.61603,1,0.18175,0.36763,0.002582,-0.93907
-0.65004,1,-0.22993,0.12849,-0.05138,-0.15377
-0.68406,1,0.42182,0.06166,-0.056102,-0.83529
-0.71807,1,-0.085639,0.052535,0.38539,-0.62234
-0.75208,1,0.36539,0.050839,0.03649,-0.83792
-0.7388,1,0.0072969,-0.15465,-0.17554,0.00013721
-0.70406,1,-0.092557,-0.39956,0.11666,0.12369
-0.66933,1,-0.0092852,0.2538,0.2742,-0.81673
-0.63459,1,0.32453,0.075195,0.37484,-1.101
-0.59985,1,0.039439,-0.37894,0.10656,-0.043293
-0.56511,1,-0.045023,-0.40395,0.0075714,0.16903
-0.53037,1,-0.25748,-0.090209,0.16514,-0.060791
-0.49563,1,-0.4448,0.24817,-0.44284,0.32668
-0.46089,1,0.020989,-0.071493,-0.20141,-0.082771
-0.42616,1,-0.0069046,0.19584,0.22381,-0.71265
-0.39142,1,0.063482,-0.080111,0.094734,-0.38332
-0.35668,1,0.15854,0.39453,0.19213,-1.0917
-0.35668,1,0.26842,-0.047495,-0.029666,-0.54764
-0.38719,1,-0.019703,0.049817,-0.2083,-0.15893
-0.41771,1,0.49274,-0.26696,0.26546,-0.82876
-0.44823,1,-0.10765,-0.35066,-0.11618,0.29717
-0.47874,1,-0.034504,-0.27095,0.03316,-0.0039601
-0.50926,1,-0.1669,0.12871,-0.27682,-0.0072471
-0.53977,1,0.25996,0.29029,-0.11233,-0.82168
-0.57029,1,0.093032,0.30035,0.294,-0.99423
-0.6008,1,0.18709,0.10268,0.15414,-0.76611
-0.63132,1,0.33634,-0.026889,-0.070288,-0.60135
-0.66183,1,0.087265,-0.23843,-0.26745,0.091451
-0.69235,1,0.14655,0.28393,0.35369,-1.086
-0.72286,1,-0.30509,0.20577,-0.12223,-0.056283
-0.68812,1,-0.014629,-0.1297,-0.10678,-0.045934
-0.65339,1,-0.013417,0.41217,-0.25676,-0.50014
-0.61865,1,0.44543,0.29153,-0.29279,-0.8723
-0.58391,1,0.15525,-0.15209,-0.021572,-0.29439
-0.54917,1,0.49616,-0.059165,-0.13915,-0.68803
-0.51443,1,0.15812,0.1746,0.015823,-0.68312
-0.47969,1,-0.033342,0.0024197,0.10702,-0.35469
-0.44496,1,-0.26186,-0.23434,-0.1632,0.4043
-0.41022,1,-0.40738,-0.14784,0.16589,0.19097
-0.37548,1,0.21197,-0.50678,-0.39945,0.35458
-0.34074,1,0.36612,-0.0014102,-0.35582,-0.40849
-0.70958,1,-0.50888,0.08075,0.040254,0.18607
-0.67484,1,-0.076209,-0.45683,-0.017227,0.31314
-0.6401,1,-0.31595,0.13049,0.34643,-0.36134
-0.60536,1,0.14799,0.0064279,-0.019873,-0.44532
-0.57063,1,0.19223,-0.11788,0.034268,-0.41028
-0.53589,1,-0.17865,-0.09949,-0.51127,0.48118
-0.50115,1,-0.038398,0.091148,0.097995,-0.42346
-0.46641,1,-0.26688,-0.38382,0.059922,0.38842
-0.43167,1,-0.067976,-0.00099585,0.15202,-0.33711
-0.39693,1,-0.29177,-0.5367,-0.15954,0.77532
-0.3622,1,-0.2266,0.14918,0.0028993,-0.18343
-0.32746,1,-0.18238,-0.23128,0.040104,0.14292
-0.32746,1,0.032087,0.2731,0.031465,-0.64331
-0.70626,1,0.31976,0.1479,0.38824,-1.1534
-0.32414,1,0.37734,-0.079289,0.20854,-0.81729
-0.70294,1,0.0081319,0.22721,-0.12395,-0.42269
-0.32082,1,0.0080415,-0.056229,0.31833,-0.50563
-0.69962,1,0.2823,0.097726,0.26096,-0.9372
